"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"1295","Hip-Hop","Kodak Black","Skrt","5v7kaZNsnyByrSJOfO8gKq",66,0.585,0.901,224865,0.352,0,"D",0.122,-10.038,"Major",0.0916,111.065,"4/4",0.199
"1296","Hip-Hop","KYLE","Hey Julie! (feat. Lil Yachty)","1jkEorRvoRQNo1WZfD1X5q",71,0.0446,0.801,156443,0.505,9.52e-06,"B",0.122,-5.829,"Major",0.293,161.059,"4/4",0.757
"1297","Hip-Hop","Riff Raff","Foreign Land","3bynl1CQQDPYuxi5YB58Ke",50,0.12,0.827,167782,0.397,0.00156,"C",0.102,-8.156,"Minor",0.249,139.905,"4/4",0.0995
"1298","Hip-Hop","MadeinTYO","Moshi Moshi","3fCRwVGeNXfW2snoDxhwsM",49,0.235,0.911,75773,0.69,0,"C#",0.0681,-3.901,"Minor",0.414,87.999,"4/4",0.933
"1299","Hip-Hop","PARTYNEXTDOOR","Wus Good / Curious","2ekdnv2xVIyAdG3ySoDDeY",67,0.0727,0.344,212880,0.537,0.000127,"G#",0.225,-8.215,"Minor",0.079,82.878,"5/4",0.453
"1300","Hip-Hop","Tyler, The Creator","Analog (Featuring Hodgy Beats)","7Fe9DrgoqEiSv6et53YzwA",45,0.00435,0.36,174400,0.702,0.000883,"C",0.772,-9.474,"Minor",0.292,87.287,"5/4",0.428
"1301","Indie","Saint Motel","Born Again","7qdgz117gc5StS0u2ViinE",54,0.253,0.629,207427,0.785,0,"D",0.0943,-4.598,"Major",0.0274,97.435,"4/4",0.607
"1302","Indie","The Lumineers","Walls","3UpEsDQyd6eyRQzgQdNyGo",61,0.692,0.609,199119,0.44,0,"A#",0.0688,-6.32,"Major",0.0265,108.427,"4/4",0.43
"1303","Indie","Flume","Take a Chance (feat Little Dragon)","44dFOGFKVgNrx6UilTRVfZ",51,0.343,0.401,328631,0.51,0.000225,"B",0.151,-6.284,"Major",0.0785,139.888,"4/4",0.348
"1304","Indie","James Blake","Timeless","49jxn2Mdde8QZUx0AlbD0l",50,0.0594,0.682,262000,0.324,0.184,"B",0.121,-10.653,"Minor",0.0337,139.976,"4/4",0.493
"1305","Indie","Passion Pit","Where I Come From","2HLq0XpKeKuFi6mC1CZr6P",52,0.132,0.612,219680,0.74,0.416,"E",0.0525,-8.414,"Major",0.0316,105.045,"4/4",0.254
"1306","Indie","Luke Christopher","WALKIN' HOME","4pcW7LTDhziSKYTGPiYAtG",53,0.0494,0.578,170485,0.874,0,"G",0.252,-4.605,"Major",0.239,159.975,"4/4",0.872
"1307","Indie","Arcade Fire","My Body Is a Cage","1rOlTL4pKQ9Y1fURua4AJR",55,0.315,0.296,287240,0.502,0.0551,"C",0.229,-8.653,"Minor",0.0336,81.045,"4/4",0.313
"1308","Indie","Shakey Graves","The Donor Blues","4MUJBFUaAnHO5NUrijf9HC",47,0.833,0.676,194743,0.337,0.136,"D",0.157,-10.147,"Major",0.0306,123.889,"4/4",0.373
"1309","Indie","Wild Rivers","Heart Attack","5EkwoGPD4viwhl1CGEBoPL",61,0.885,0.674,260369,0.204,0.000211,"F",0.0916,-13.535,"Major",0.0385,120.299,"4/4",0.13
"1310","Indie","Broken Bells","The High Road","5cwN1htZyoWqZCc33f3RfE",67,0.0682,0.61,232200,0.637,6.12e-06,"C",0.284,-6.574,"Major",0.0238,79.955,"4/4",0.609
"1311","Indie","ROLE MODEL","six speed","3pU68iUbatcIjQD7PlIzFX",53,0.887,0.518,207573,0.183,0,"C",0.108,-10.246,"Major",0.043,109.011,"4/4",0.106
"1312","Indie","Vampire Weekend","Cousins","1p5fFes80K9IPnZFqNca53",54,0.00123,0.499,145267,0.809,0,"B",0.0707,-5.132,"Major",0.206,176.11,"4/4",0.808
"1313","Indie","Winston Surfshirt","Be About You","1KWV9Yim7CuklJYp0Ne8AK",59,0.375,0.766,245687,0.396,0.00129,"G#",0.0891,-10.756,"Minor",0.0599,92.017,"4/4",0.26
"1314","Indie","The Smiths","There Is a Light That Never Goes Out - 2017 Master","3mkS1alZdcdBQuIMad8aee",59,0.031,0.513,242667,0.77,0,"E",0.198,-5.131,"Major",0.0277,136.22,"4/4",0.849
"1315","Indie","Terror Jr","Losers R Lovers","4Qgj02O7e0eakpPH9qMCEC",47,0.187,0.761,177770,0.522,2.22e-05,"C",0.166,-5.437,"Major",0.05,130.02,"4/4",0.573
"1316","Indie","Halsey","Colors","1TnUURhehaoMWKAqQtirm6",72,0.0534,0.512,249500,0.812,0,"C#",0.092,-4.809,"Major",0.0617,100.02,"4/4",0.521
"1317","Indie","LP","When We're High","7ohDUXs6SsU3XjTI9pcKTS",67,0.0214,0.754,237501,0.739,6.56e-06,"E",0.114,-5.186,"Minor",0.0383,112.996,"4/4",0.573
"1318","Indie","Adam Jensen","Marijuana Breath","1uTjNWaoXEEi6Jtt0gvXl6",57,0.36,0.782,219163,0.468,2.31e-06,"F",0.0699,-4.881,"Major",0.0746,124.97,"4/4",0.655
"1319","Indie","ayokay","One in the Same","2Td0vAAW3FNq0wjwNDeqn3",49,0.00473,0.645,196893,0.751,2.18e-05,"C",0.105,-5.432,"Major",0.0316,80.002,"4/4",0.308
"1320","Indie","Teyana Taylor","Never Would Have Made It","6gDJbgtCENoIouUjInc0I3",55,0.473,0.63,159924,0.456,2.61e-06,"E",0.216,-9.568,"Major",0.131,107.809,"4/4",0.362
"1321","Indie","Noah Kahan","Passenger","6wkVmLTBedKaAoeSj4xP6J",61,0.633,0.697,238067,0.675,6.17e-06,"C",0.114,-6.769,"Major",0.0729,126.901,"4/4",0.254
"1322","Indie","Ben Rector","Boxes","2BE314Z7qANnyaUorTqZI4",49,0.318,0.653,202893,0.693,0.0159,"B",0.24,-9.329,"Major",0.0659,115.018,"4/4",0.343
"1323","Indie","Mereba","Sandstorm (feat. JID)","1NlWBpNYAnFT7gMGyC0Y1M",56,0.59,0.637,179027,0.512,0.000464,"D",0.0712,-10.027,"Major",0.0978,109.492,"5/4",0.33
"1324","Indie","khai dreams","Blue Moon","48SbCNvc5ZQFZL2MnQF1W9",47,0.971,0.467,171911,0.199,2.35e-05,"G",0.0405,-17.351,"Major",0.0441,138.229,"4/4",0.297
"1325","Indie","The Pale White","That Dress","4I9qjUCx8jFQkFFi5Eyt5x",53,0.00657,0.571,188056,0.81,0.00544,"C",0.253,-4.823,"Major",0.0588,128.163,"4/4",0.505
"1326","Indie","Dounia","If U Wanna","3FdsBa4h5VcDDKuEiEoMzL",52,0.103,0.757,132545,0.64,0,"G#",0.138,-8.548,"Minor",0.0623,109.952,"4/4",0.757
"1327","Indie","Local Natives","World News","2CMr5wLBjOr3V1S8lyuXKR",42,0.0106,0.544,269653,0.813,0.377,"E",0.345,-8.871,"Major",0.0398,121.892,"4/4",0.579
"1328","Indie","Black Belt Eagle Scout","Soft Stud","2i1jIsRpjjzaV85v1fS4Hu",46,0.00389,0.55,368063,0.728,0.431,"D",0.117,-7.091,"Major",0.0274,124.095,"4/4",0.335
"1329","Indie","Lewis Del Mar","Puerto Cabezas, NI","6IexNWMbsvI5x0T0CQX3yT",55,0.245,0.667,273693,0.647,0.000297,"F",0.0633,-7.787,"Major",0.0487,143.995,"4/4",0.3
"1330","Indie","Bon Iver","Hinnom, TX","5kiZpF6a7kxZLurZVSewtw",51,0.972,0.671,165013,0.195,0.55,"A",0.0791,-18.588,"Minor",0.0526,121.691,"4/4",0.639
"1331","Indie","WALK THE MOON","Different Colors","3RRRDZig4RNJhVGfwwOOFZ",54,0.000797,0.48,222053,0.826,1.01e-06,"C",0.125,-4.602,"Major",0.0397,96,"4/4",0.687
"1332","Indie","Grizfolk","Bob Marley","43a41kwTMZClWCLTONiaqm",67,0.0151,0.562,216067,0.695,0.119,"F#",0.122,-4.662,"Major",0.0332,118.174,"4/4",0.446
"1333","Indie","Grieves","What It Dew","04SO1QnuOtVHvyAmcYDdYM",48,0.000524,0.772,214893,0.64,3.92e-06,"A",0.119,-7.403,"Major",0.0545,131.844,"4/4",0.402
"1334","Indie","Watsky","An Open Letter (feat. Shockwave) - Interlude","0clwOjS9p20cEIQkuB7bEP",48,0.478,0.728,68293,0.875,0,"B",0.631,-7.828,"Minor",0.852,75.279,"4/4",0.591
"1335","Indie","The War On Drugs","Disappearing","294LTVN1jkv6bAEjhGWcgN",49,0.317,0.553,411627,0.679,0.803,"G#",0.379,-9.132,"Minor",0.0259,107.971,"4/4",0.319
"1336","Indie","Autograf","Gravity (Flyboy Remix feat. French Horn Rebellion & Flyboy) - Flyboy Remix","2aKxfUQg9dhvgm7Yt9Lc7Q",55,0.141,0.628,211960,0.565,0.00916,"E",0.106,-7.702,"Major",0.0408,120.042,"4/4",0.153
"1337","Indie","Max Frost","Nice And Slow","49FF92uImAUfwgmoJMSwGQ",46,0.253,0.592,230640,0.686,0.000496,"B",0.132,-6.333,"Minor",0.0478,82.449,"4/4",0.67
"1338","Indie","Yeah Yeah Yeahs","Gold Lion","6ttg1sxtU12beFZkjoc6j5",51,0.0216,0.518,187133,0.846,2.16e-05,"A",0.0871,-3.313,"Major",0.07,158.74,"4/4",0.278
"1339","Indie","Better Oblivion Community Center","Chesapeake","2M83hc6bsgDO0iBybulUOt",58,0.664,0.512,244486,0.235,6.09e-06,"C#",0.115,-13.331,"Major",0.0289,99.01,"4/4",0.0814
"1340","Indie","Leagues","Walking Backwards","6iIgaicjGuLqynkT6rf7p0",49,0.000721,0.535,251467,0.726,0.00783,"E",0.109,-8.138,"Minor",0.148,125.167,"4/4",0.605
"1341","Indie","Nick Mulvey","Imogen","0X61Ud5Uzv44RvY3s1SsuO",60,0.85,0.493,255533,0.584,0.000353,"F",0.114,-6.894,"Major",0.0311,86.909,"4/4",0.234
"1342","Indie","落日飛車 Sunset Rollercoaster","My Jinji","1b2ReMGta2fe6lEMpvU6eB",64,0.534,0.389,400560,0.597,0.406,"G",0.144,-8.436,"Major",0.0308,143.943,"4/4",0.506
"1343","Indie","Aldous Harding","The Barrel","3s71tbgmSN9TfJLj4D18Mt",61,0.747,0.732,299440,0.408,0.000229,"B",0.069,-8.475,"Major",0.036,87.016,"4/4",0.663
"1344","Indie","Geowulf","Saltwater","1zXpHPdBAUxnOCQqFMFLk3",56,0.000614,0.551,247280,0.825,0.307,"D",0.115,-5.813,"Major",0.0306,107.031,"4/4",0.686
"1345","Indie","Armi Millare","Kapit - From ""Alone / Together""","02GtNoUv85fOPEaCTlpYzr",68,0.745,0.586,242934,0.323,2.57e-06,"C#",0.0769,-11.428,"Major",0.0262,88.876,"4/4",0.428
"1346","Indie","Haux","Arrows","4QcDhDJkTBRjv4hNXtftcf",59,0.923,0.329,149573,0.145,0.00804,"A#",0.11,-19.674,"Major",0.0378,179.054,"3/4",0.181
"1347","Indie","The Submarines","1940 - AmpLive Remix","6CTbvxcE6JlTM4cdHZry58",47,0.000555,0.625,194880,0.934,0.0897,"F",0.111,-2.869,"Minor",0.0584,87.023,"4/4",0.679
"1348","Indie","Miike Snow","Cult Logic","1vlXU4TwppxOYXd50pQWzJ",47,0.0546,0.671,236240,0.867,0.0114,"G#",0.0668,-5.385,"Major",0.0315,110.045,"4/4",0.483
"1349","Indie","Death Cab for Cutie","60 & Punk","7JSR685hpFDqvTSNHeSKjL",51,0.77,0.503,247413,0.389,0.0271,"D#",0.111,-9.096,"Major",0.0304,105.823,"4/4",0.327
"1350","Indie","Toro y Moi","Miss Me (feat. ABRA)","2e2ODYnQs9b5WHzAfx7fmz",55,0.569,0.659,180907,0.454,0.000106,"C",0.131,-9.562,"Minor",0.0844,130.038,"4/4",0.227
"1351","Indie","Unknown Mortal Orchestra","Ffunny Ffriends","49vzuiR9YheTFslIuO4JRV",50,0.208,0.694,256840,0.893,0.849,"B",0.0869,-4.673,"Major",0.0746,90.968,"4/4",0.641
"1352","Indie","Acid Ghost","All Alone","72xnRXxHiAhTfKSzlPdEmo",57,0.693,0.509,168648,0.588,0.845,"C",0.115,-9.542,"Major",0.0298,171.845,"4/4",0.487
"1353","Indie","Nick Drake","Place To Be","2YkQuh1bijWzQJie9KfFQi",57,0.881,0.52,161187,0.223,0.328,"F",0.11,-16.29,"Major",0.0343,83.343,"3/4",0.441
"1354","Indie","Majid Jordan","Her","6GatnDEhYQLOdRzdVbJaky",62,0.00372,0.675,300729,0.5,0.00268,"C#",0.114,-6.6,"Major",0.0516,90.029,"4/4",0.0709
"1355","Indie","Chloe x Halle","Down","6tATRoq8sbvKFHzvMncBc3",55,0.139,0.694,199120,0.606,0,"C",0.122,-6.06,"Major",0.0388,132.052,"4/4",0.114
"1356","Indie","Jenny Lewis","Red Bull & Hennessy","247kHAmvz2M4RcoYFTSUYU",58,0.00203,0.509,288630,0.933,0.000138,"E",0.196,-5.633,"Minor",0.099,130.005,"4/4",0.374
"1357","Indie","Rex Orange County","Rex (Intro)","2gpuOUD7W8uOJ2c0JTFIe9",55,0.897,0.592,107170,0.246,0,"F#",0.102,-13.941,"Major",0.0514,109.313,"4/4",0.132
"1358","Indie","Jewel","You Were Meant For Me","6kBU9uWqar0Fw2Ws0he11A",68,0.791,0.582,254480,0.33,1.48e-06,"F#",0.105,-7.928,"Major",0.0347,111.873,"4/4",0.407
"1359","Indie","Marlin's Dreaming","Floating","5XShCRzUiSvHOSGq8AztXx",51,0.501,0.47,247769,0.282,0.122,"C",0.0934,-12.867,"Major",0.0312,131.722,"4/4",0.132
"1360","Indie","Cold War Kids","We Used To Vacation","3Zq3hTVRPNvAIK5Ej8MqOO",49,0.00902,0.437,241707,0.759,0,"C",0.103,-4.224,"Major",0.0788,96.121,"4/4",0.34
"1361","Indie","Dawes","When The Tequila Runs Out","23Q4sMxgEKRXDMi62xPP5R",46,0.0438,0.682,284720,0.759,0.000309,"C",0.367,-6.225,"Major",0.041,155.993,"4/4",0.863
"1362","Indie","MKTO","Thank You","0nfS2TJUiMyHv0hBpcmmco",53,0.0171,0.65,229880,0.943,0,"B",0.15,-4.751,"Major",0.0692,126.008,"4/4",0.8
"1363","Indie","Cigarettes After Sex","K.","7LX4aXtvImhdgUHQBlo8Kp",59,0.146,0.454,319560,0.404,0.819,"D#",0.141,-10.26,"Major",0.027,94.113,"4/4",0.313
"1364","Indie","Ryan Caraveo","Legend","6AJIqVmePNddelvpLuQ9nm",48,0.0975,0.864,236491,0.571,0,"G#",0.144,-6.49,"Minor",0.286,130.03,"4/4",0.421
"1365","Indie","Bruno Major","Fair-Weather Friend","1I9GllIh1R3EMvTFT5Tfn7",64,0.56,0.68,186713,0.34,0.0021,"F#",0.0705,-6.985,"Major",0.115,131.353,"3/4",0.391
"1366","Indie","Keaton Henson","Small Hands","40jiZBsr1W3SG15AGU9227",51,0.912,0.649,180693,0.525,0.000111,"F",0.121,-7.551,"Minor",0.0347,97.808,"4/4",0.603
"1367","Indie","Voxtrot","Raised By Wolves","60ooMa1yzfKIl1Nf4O1GI5",44,0.0815,0.406,280613,0.864,0,"A",0.196,-5.399,"Major",0.0397,150.997,"4/4",0.686
"1368","Indie","Tink","Million","1Ktsil4bC4hYRWlqMG4qK3",56,0.0923,0.781,271493,0.628,0.00146,"F#",0.227,-5.765,"Minor",0.0689,122.024,"4/4",0.362
"1369","Indie","Toro y Moi","Girl Like You","6TFUZ8Bt1brEwomY90SKXi",58,0.35,0.629,223773,0.823,0.039,"C#",0.0801,-5.744,"Major",0.0597,169.961,"4/4",0.397
"1370","Indie","Cigarettes After Sex","Flash","0i9kFWe7doJf9sEd05yzOr",50,0.312,0.56,274107,0.363,0.85,"C",0.1,-10.367,"Minor",0.0245,73.215,"4/4",0.128
"1371","Indie","Sylvan Esso","Coffee","71cUqXJ3h1r0Ees6YdENLU",61,0.348,0.457,269693,0.455,0.00122,"C",0.142,-8.112,"Major",0.188,100.049,"4/4",0.163
"1372","Indie","Foster The People","Houdini","5Fli1xRi01bvCjsZvKWro0",70,0.00762,0.632,202467,0.908,0.000172,"G#",0.167,-3.511,"Major",0.0458,110.024,"4/4",0.764
"1373","Indie","Lostboycrow","Missing London","3cOfyeEJewxcQ1tG8XylvZ",55,0.0192,0.528,194400,0.66,2.12e-06,"D",0.537,-6.949,"Major",0.0512,99.736,"4/4",0.459
"1374","Indie","Lomelda","Interstate Vision","333ynS8xzTSbeRxxodU33d",47,0.55,0.607,162625,0.333,0,"E",0.165,-13.89,"Minor",0.0255,82.025,"4/4",0.499
"1375","Indie","Cosmo Pyke","Wish You Were Gone","3PTW5X4BlDqVkxNoTTqBqb",56,0.156,0.442,261453,0.741,0,"A",0.411,-5.338,"Minor",0.182,103.425,"4/4",0.342
"1376","Indie","Vampire Weekend","Finger Back","5OLQo8LBsfh0LszlsyWlzL",53,0.255,0.668,205960,0.822,1.72e-05,"C",0.349,-4.861,"Major",0.0855,100.934,"4/4",0.721
"1377","Indie","The Blaze","Territory","5rUo1QwNwPrnVloZlQr1H2",64,0.286,0.563,276373,0.44,0.683,"A",0.269,-11.943,"Minor",0.0822,120.009,"4/4",0.213
"1378","Indie","Samm Henshaw","Broke","1JqcZQCnxjDOfZZwQidb1H",66,0.433,0.751,207722,0.684,5.92e-06,"C#",0.18,-4.325,"Major",0.303,89.984,"4/4",0.864
"1379","Indie","The Front Bottoms","Be Nice To Me","5dyUA8LLCsPPD9xTtE4XKz",47,0.0231,0.338,167307,0.818,0,"D#",0.129,-5.666,"Major",0.0739,118.635,"4/4",0.696
"1380","Indie","Amber Mark","Monsoon","04G8U1rkNbiiLNsWo2doW2",56,0.315,0.668,277152,0.63,1.75e-06,"C",0.0808,-9.139,"Major",0.0833,100.007,"4/4",0.33
"1381","Indie","Coast Modern","Pockets Full Of No","3CMF7iCU5GZ5EDcxM2tZVn",50,0.175,0.613,203400,0.755,0.00303,"A#",0.168,-4.897,"Major",0.127,166.036,"4/4",0.806
"1382","Indie","The Griswolds","Out Of My Head","4TVqvL5GmkqKdthMzhJwLp",45,0.00102,0.514,226507,0.816,0,"C#",0.368,-3.151,"Major",0.0479,106.978,"4/4",0.516
"1383","Indie","YUNGBLUD","21st Century Liability","5tJd3cKHXsDlSq6vIV4Tgj",57,0.0132,0.651,189263,0.924,0,"D",0.298,-3.295,"Major",0.212,93.015,"4/4",0.559
"1384","Indie","Moh Flow","Do You Wrong","6NCkJFHLl3K9epKNenmlSc",52,0.0906,0.602,204004,0.616,0,"D#",0.118,-4.549,"Minor",0.191,159.895,"4/4",0.262
"1385","Indie","Jasmine Thompson","I Will Follow You Into The Dark","3A31Rer0lC31LUGxQwmO8V",55,0.926,0.54,204092,0.234,0,"C",0.125,-10.939,"Major",0.0327,139.606,"4/4",0.314
"1386","Indie","Bear's Den","Berlin","6PiR6zBrj0JUMnIT88OtZv",51,0.876,0.499,269233,0.406,0.00767,"C#",0.0994,-13.85,"Major",0.0336,90.91,"4/4",0.334
"1387","Indie","Pinback","Penelope","6VAdhSylvAQMdVahyyCVMr",43,0.708,0.809,286680,0.476,0.827,"G",0.118,-14.896,"Major",0.0374,117.898,"4/4",0.505
"1388","Indie","Watsky","Strong As An Oak","2eCxHvPxt8tsmJrqrMALLd",50,0.263,0.759,259507,0.783,9.14e-06,"A",0.191,-5.182,"Minor",0.311,80.055,"4/4",0.831
"1389","Indie","Futurebirds","Rodeo","2FMuoG8zdNhyfkCI2ZMgFe",51,0.0104,0.57,233173,0.803,0.000351,"B",0.0945,-6.29,"Major",0.028,110.767,"4/4",0.608
"1390","Indie","Andrew McMahon in the Wilderness","High Dive","0yi1iSwJo4IwSpXFOyH2bx",48,0.00384,0.564,227204,0.799,0,"C",0.0793,-6.572,"Minor",0.0615,162.968,"4/4",0.793
"1391","Indie","Bruno Major","Easily","3TpXajg1nKzG3ngc9tBwrD",73,0.491,0.772,210240,0.256,0.00612,"G",0.144,-8.545,"Minor",0.0481,118.902,"3/4",0.357
"1392","Indie","WALK THE MOON","Portugal","3MYWKl8ScgDu3sAvyneMCG",53,0.00749,0.446,241253,0.881,0,"D",0.13,-4.368,"Major",0.0545,169.889,"4/4",0.415
"1393","Indie","Lostboycrow","Scorpio","0a54ZkASz19sUO1JrAQIIH",46,0.07,0.752,230379,0.586,2.39e-05,"A",0.119,-5.357,"Minor",0.0603,103.999,"4/4",0.223
"1394","Indie","Royal Blood","Figure It Out","6V0A3jkb9ntudO0kmcJ1xd",63,0.262,0.657,184053,0.817,0.00674,"C",0.248,-4.415,"Major",0.0554,107.995,"4/4",0.651
"1395","Indie","Xuitcasecity","Distrust","4y39M3SRhodDWXVxUGnvVl",51,0.309,0.741,159851,0.682,0,"F",0.349,-6.679,"Major",0.0549,124.977,"4/4",0.809
"1396","Indie","Beach House","Drunk In LA","3AJsTNjbYSH4odSmP1I6ox",55,0.26,0.431,239307,0.733,0.866,"C",0.184,-6.427,"Minor",0.0257,105.921,"4/4",0.22
"1397","Indie","Cage The Elephant","Black Widow","3zQJdKcFjiHEz7Xqum4bom",46,0.0151,0.419,187187,0.895,0,"F#",0.117,-0.747,"Minor",0.0497,127.269,"4/4",0.718
"1398","Indie","The Glorious Sons","Everything Is Alright","42lrhaZzqJqCYHlfQTGozP",51,0.00459,0.564,193326,0.725,0,"A",0.11,-3.858,"Minor",0.0332,128.88,"4/4",0.242
"1399","Indie","alt-J","Lovely Day (Bonus Track)","4OxtqhSBnOsgGc1yfYAfOn",50,0.0483,0.465,241546,0.487,0.344,"B",0.0951,-8.743,"Major",0.0399,97.847,"4/4",0.203
"1400","Indie","Wet","There's a Reason","4ilNy4QN9MKeNifDxT6za9",53,0.308,0.619,198693,0.587,0.036,"B",0.13,-7.02,"Major",0.0362,104.971,"4/4",0.264
"1401","Jazz","Mel Tormé","Top Hat, White Tie And Tales","4REDvmUPUTCDmGH6JoLy4I",50,0.849,0.592,190039,0.279,2.68e-06,"C",0.287,-12.255,"Major",0.0412,81.914,"4/4",0.551
"1402","Jazz","Animals As Leaders","Wave of Babies","5Z8RhEmudSOtX5tJhZ1Yvo",38,7.18e-06,0.398,329824,0.995,0.699,"E",0.109,-3.018,"Minor",0.104,169.936,"4/4",0.171
"1403","Jazz","Bobby Darin","Mack the Knife","0YTgZJfVLmJ0b8XAMZKRKg",58,0.76,0.549,184333,0.529,0,"D#",0.206,-12.291,"Minor",0.108,82.755,"4/4",0.464
"1404","Jazz","Heatwave","Central Heating","2gOD67IZfO07ic9LFNndzb",42,0.167,0.735,287173,0.537,0,"A#",0.0692,-10.043,"Minor",0.0694,101.279,"4/4",0.715
"1405","Jazz","Eldissa","Dancing Queen","0NPqaYbYmT6RVXUoeuVj1t",48,0.783,0.673,185333,0.389,0.0126,"E",0.101,-13.322,"Minor",0.0414,99.067,"4/4",0.385
"1406","Jazz","Handbook","Talk Show Host (Remix)","3pVx6LOd30nyk6AZAlGukH",27,0.499,0.708,242857,0.615,0,"A#",0.0997,-9.415,"Minor",0.212,83.962,"4/4",0.684
"1407","Jazz","Kenny G","Loving You - Edit","4Z74ELzHyF0JBB4z0rZYc5",34,0.202,0.359,197947,0.434,0.758,"F",0.091,-8.709,"Major",0.035,76.098,"4/4",0.129
"1408","Jazz","Euge Groove","Old. Edu (Old School)","5MY5kr9qz5ClZ0VzCD5kc9",32,0.126,0.799,396973,0.507,0.734,"A#",0.0943,-7.973,"Minor",0.0438,96.024,"4/4",0.767
"1409","Jazz","Claude Nougaro","Armstrong","1V021MMTOGURDZxkDBMaG9",36,0.837,0.543,197573,0.275,0,"G",0.168,-10.138,"Minor",0.0368,106.992,"1/4",0.338
"1410","Jazz","Minnie Riperton","Baby, This Love I Have","397fxHew7NyjryGWGr1Imy",50,0.315,0.589,250867,0.437,0.00127,"F#",0.0944,-12.581,"Minor",0.0487,83.263,"4/4",0.731
"1411","Jazz","Nina Simone","If I Should Lose You - Remastered","78c7e7g2gNTO8kbLgzYiwu",40,0.802,0.259,239400,0.195,8.5e-05,"A",0.121,-12.843,"Minor",0.0288,90.888,"3/4",0.124
"1412","Jazz","Etta James","I Just Want To Make Love To You - Single Version","3QnHWkNMY2mpy494Bis0ly",63,0.839,0.635,188827,0.563,2.9e-06,"F",0.0725,-8.203,"Minor",0.114,101.636,"4/4",0.709
"1413","Jazz","Télépopmusik","Love Can Damage Your Health","3RMup43JLNt1c1GJ7yXhfo",36,0.579,0.519,332907,0.397,0.299,"G",0.583,-13.219,"Minor",0.0375,115.811,"4/4",0.0997
"1414","Jazz","H ZETTRIO","Lovely","5W5ewerZrbsIEus1t3K6gT",39,0.128,0.368,239999,0.795,0.811,"A",0.176,-9.116,"Major",0.0616,179.994,"4/4",0.212
"1415","Jazz","George Lewis","Down By The Riverside","1BHMpKJngIU4iWpzZIj7hm",35,0.805,0.588,174240,0.516,0.872,"G",0.116,-7.209,"Minor",0.0414,179.474,"4/4",0.86
"1416","Jazz","John Coltrane","Aisha","0Haa5GeQyJJ9SjSqbqcXsT",42,0.823,0.393,465200,0.183,0.117,"E",0.106,-15.203,"Minor",0.035,168.035,"3/4",0.139
"1417","Jazz","Mildred Bailey","It's So Peaceful In The Country","6f3l2qKZV3adliVZjsBgn3",32,0.993,0.554,196973,0.0563,0,"F",0.0919,-16.58,"Major",0.0554,75.277,"4/4",0.328
"1418","Jazz","Flughand","Snug","3LfI72nJtuf2T24vIPTuXK",42,0.964,0.75,89006,0.126,0.949,"D#",0.109,-12.691,"Minor",0.137,51.998,"3/4",0.278
"1419","Jazz","Keith Jarrett","One Day I'll Fly Away","6TCEJVBIrm9YysBGEVHFD0",51,0.984,0.38,255227,0.0377,0.935,"B",0.0974,-22.733,"Minor",0.0424,75.286,"4/4",0.114
"1420","Jazz","Brian Culbertson","I Wanna Love You","0fV0WxBynpqaavBCRA2r4h",31,0.0244,0.722,341400,0.62,0.527,"B",0.324,-8.628,"Minor",0.026,91.99,"4/4",0.632
"1421","Jazz","Emancipator","The Key","0VYc6wmvswCyHi1V5fMtwA",36,0.178,0.542,331253,0.88,0.876,"A",0.125,-6.966,"Minor",0.0448,138.014,"4/4",0.255
"1422","Jazz","Gregg Karukas","Only You","4w43Q4EMtGpAIP0gNYHitx",31,0.708,0.594,285021,0.475,0.068,"E",0.0836,-12.656,"Minor",0.0322,67.502,"4/4",0.426
"1423","Jazz","Nat King Cole","Smile","1oDCK7PW72XEZ1pE5rh87A",60,0.862,0.226,173267,0.136,8.07e-06,"F",0.302,-19.203,"Minor",0.0327,79.37,"5/4",0.263
"1424","Jazz","Tape Five","Step into My Time Machine","7lFVREFiMH9aLeqWek8dh8",40,0.141,0.804,221027,0.769,6.4e-05,"A",0.587,-6.717,"Minor",0.14,125.025,"4/4",0.944
"1425","Jazz","Caravan Palace","Cotton Heads","1HO53OlnUmDILvcYO9Qb2T",33,0.488,0.814,217800,0.693,0.19,"B",0.108,-7.179,"Minor",0.036,125.006,"4/4",0.773
"1426","Jazz","Morcheeba","Blindfold","41icxwatoTAnedEnplc06k",34,0.00123,0.439,276560,0.72,0.117,"G",0.116,-8.42,"Major",0.044,161.953,"4/4",0.255
"1427","Jazz","John Coltrane","Slow Dance - Rudy Van Gelder Remaster","5cegHUwrUNsPtqy6aIigA0",36,0.867,0.462,323933,0.0397,0.654,"D",0.113,-21.39,"Major",0.0391,103.957,"4/4",0.236
"1428","Jazz","Jerry Vale","Mala Femmina","4xNlVOVjEdbQ7oAqzBWFit",60,0.87,0.176,152360,0.29,1.02e-06,"A#",0.174,-13.811,"Major",0.033,79.47,"4/4",0.183
"1429","Jazz","The Rippingtons","Black Book","6hCOa9ndFwRmcxIqDjNmLJ",29,0.00581,0.788,238080,0.743,0.703,"A#",0.0696,-7.834,"Minor",0.0321,109.991,"4/4",0.807
