"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"1","A Capella","The Singers Unlimited","Emily","2t2owImD0FSTqL8vxsw86H",13,0.98,0.172,239784,0.0695,5.77e-05,"G",0.1,-19.459,"Minor",0.0324,85.813,"3/4",0.0611
"2","A Capella","Glad","Alleluia","6jQW2mv8jDLVMDhA2nyxCh",4,0.9,0.15,245520,0.165,0.000133,"D",0.114,-14.629,"Major",0.0398,74.767,"4/4",0.213
"3","A Capella","Glad","Sing a New Song","1FGqAy66dgRqCUNyXcaE7Y",6,0.881,0.25,237707,0.33,0,"D#",0.129,-11.441,"Major",0.0285,170.281,"3/4",0.314
"4","A Capella","MC6 A Cappella","In the Still of the Night","10dia2iL9YWckDnz44UfDl",20,0.715,0.311,189933,0.442,0,"A",0.141,-9.487,"Major",0.0448,69.001,"4/4",0.463
"5","A Capella","Hyannis Sound","Faithfully","6SK51QRc3B1S7uzX8zK0Bs",3,0.562,0.48,250840,0.38,0,"B",0.0998,-7.015,"Major",0.0262,129.88,"4/4",0.25
"6","A Capella","Glad","You Put This Love in My Heart","7zvJ5hM42ZzYILWH1kS7h6",7,0.83,0.685,179973,0.44,0,"D#",0.201,-10.43,"Minor",0.0304,123.18,"4/4",0.694
"7","A Capella","Glad","Rejoice, The Lord is King","3USKF8rTqqU4nOF9wlsOP2",7,0.89,0.58,240667,0.186,0,"D",0.159,-14.499,"Major",0.026,97.848,"4/4",0.6
"8","A Capella","Glad","All Glory, Laud and Honor","0ENyD2LlUqIqzILaWaXN8Y",7,0.914,0.171,234707,0.185,0,"A",0.162,-13.997,"Major",0.0306,76.832,"4/4",0.189
"9","A Capella","Hyannis Sound","Last Goodbye","4BHPZNTUJ2derD2BIdPXx3",0,0.569,0.288,281747,0.593,0,"D",0.0859,-7.151,"Major",0.0504,174.323,"4/4",0.349
"10","A Capella","The King's Singers","At Last","3fWcXgN5q8UQNupJau0LMP",1,0.954,0.397,150533,0.0855,0.00158,"D",0.101,-19.271,"Major",0.0315,96.108,"3/4",0.146
"11","A Capella","Glad","Holy Holy Holy","4ogTa2tLPM7RZc1WsR2M9j",12,0.524,0.297,253653,0.155,0,"D",0.11,-11.094,"Major",0.0282,91.833,"4/4",0.145
"12","A Capella","Hyannis Sound","Heart of the Matter","32UjV7hPzoktJuUKPRDkfD",0,0.49,0.616,285187,0.506,0,"B",0.142,-7.704,"Major",0.0355,91.02,"4/4",0.188
"13","A Capella","Hyannis Sound","Use Somebody","3dAOzj0Yb3hHD6sllOKtZR",2,0.434,0.513,228307,0.524,0,"C",0.242,-6.999,"Major",0.0284,138.067,"4/4",0.559
"14","A Capella","The Singers Unlimited","Yesterday","7v9iefVyxqhEJlOHfTdEX5",7,0.99,0.157,202567,0.0252,0.0154,"A",0.105,-22.447,"Minor",0.0392,181.714,"3/4",0.152
"15","A Capella","Tonic Sol-Fa","Cecilia","66vdxvY0MutQdyiN9OrfOG",0,0.223,0.757,105787,0.818,0,"A#",0.102,-5.298,"Major",0.0948,128.108,"4/4",0.964
"16","A Capella","The Singers Unlimited","All the Things You Are","3rAyathx1VKaUel80vh1g0",8,0.977,0.243,225850,0.0622,0.0566,"B",0.0907,-19.874,"Minor",0.0383,134.759,"5/4",0.038
"17","A Capella","Hyannis Sound","Falling Slowly","1Pizfi5QnasLcV1nCfjV3l",1,0.929,0.205,261760,0.234,0,"C",0.0963,-9.044,"Major",0.0296,145.385,"4/4",0.0653
"18","A Capella","MC6 A Cappella","Teenager in Love","5FeU992vNw1J8j8aEw7vcR",22,0.835,0.583,175000,0.318,0,"C#",0.118,-8.252,"Major",0.0311,75.911,"4/4",0.51
"19","A Capella","Hyannis Sound","Absolutely (Story of a Girl)","4cDYqCte9iuEweE5fCwtaP",1,0.575,0.616,164280,0.569,0,"G",0.0833,-6.09,"Major",0.0583,100.906,"4/4",0.717
"20","A Capella","Hyannis Sound","Easy","6FaboX3lY9iB4jpNWKrP3c",1,0.427,0.548,245960,0.465,0,"A#",0.123,-7.453,"Minor",0.0357,128.773,"4/4",0.332
"21","A Capella","The Swingle Singers","Rockin' Around the Christmas Tree","39e4ZwUOqlRYkARjeppNLy",10,0.693,0.609,114507,0.279,5.61e-06,"G#",0.179,-14.521,"Major",0.0621,160.139,"4/4",0.819
"22","A Capella","Glad","In Christ Alone","2BizyaSsJmGRi7TdmL4rJG",12,0.691,0.39,245213,0.1,0,"F",0.074,-11.685,"Major",0.0367,112.996,"3/4",0.28
"23","A Capella","MC6 A Cappella","Blue Moon","54eOtB9Vz0nli6U5Ez00ep",23,0.668,0.747,135107,0.505,0,"G",0.101,-9.263,"Major",0.0746,122.177,"4/4",0.716
"24","A Capella","The King's Singers","Cheek to Cheek","4KjclfZV3ylDC5yA0Aw4cf",0,0.951,0.475,249893,0.0568,1.94e-06,"A",0.0648,-21.219,"Major",0.0402,124.653,"4/4",0.167
"25","A Capella","Hyannis Sound","Walking Away","4wCJxwpFvudAtaZGDsis3E",1,0.79,0.257,252000,0.549,0,"A",0.145,-8.254,"Minor",0.048,172.559,"4/4",0.418
"26","A Capella","The Singers Unlimited","Since You've Asked","0rCHbbEjDLqg8KjWA80lkY",6,0.992,0.28,178653,0.0912,0.000587,"G",0.108,-16.953,"Major",0.0341,79.1,"3/4",0.0797
"27","A Capella","Glad","When I Survey the Wondrous Cross","3HljLnSp0qLyUWo4Up4c4q",8,0.928,0.301,252400,0.124,0,"C",0.118,-15.03,"Major",0.029,81.598,"3/4",0.109
"28","A Capella","The Singers Unlimited","Love Is Here to Stay","6pxf88ah1fZF0djRnbyIlI",7,0.967,0.269,201395,0.124,0.0101,"D",0.175,-18.068,"Minor",0.0333,110.121,"3/4",0.122
"29","A Capella","The King's Singers","Jingle Bells","25PqkhPZtMOUOrtYkAiNf7",9,0.991,0.572,89947,0.226,1.18e-06,"E",0.139,-22.879,"Major",0.0922,79.291,"4/4",0.683
"30","A Capella","The King's Singers","The Lady Is a Tramp","1GftM8EnWmLZZ5gULB2KTz",0,0.901,0.534,220293,0.115,0,"C",0.0927,-18.764,"Major",0.0708,72.142,"4/4",0.279
"31","A Capella","The Singers Unlimited","Girl Talk","3OpR6uTPj1BLcCnbXCt2OD",8,0.978,0.41,158904,0.158,0.13,"C",0.111,-15.025,"Major",0.0307,81.189,"4/4",0.148
"32","A Capella","MC6 A Cappella","So Much in Love","2mvF3b4g2kkEDwK4b1AuOJ",19,0.83,0.55,185800,0.272,0,"C",0.13,-10.649,"Minor",0.0262,79.045,"4/4",0.583
"33","A Capella","Glad","O Sacred Head Now Wounded","4T0MhF3l1r8GGjVu9D68LG",10,0.793,0.315,167760,0.187,0,"B",0.225,-9.709,"Minor",0.0284,80.885,"4/4",0.19
"34","A Capella","Hyannis Sound","Ok, It's Alright With Me","42QN694XzOivii0tWb1LTg",1,0.484,0.683,149933,0.521,0,"C",0.106,-6.649,"Major",0.0335,151.952,"4/4",0.518
"35","A Capella","Hyannis Sound","Would You Go With Me","6iytx1yeXtNmF1vt44GIhB",1,0.832,0.62,226933,0.584,3.39e-06,"D#",0.111,-8.501,"Minor",0.0364,123.035,"4/4",0.635
"36","A Capella","Glad","Sing it A Cappella","7hSLYMzlrLdQdpgjOhmHBw",7,0.771,0.51,215333,0.326,0,"F",0.12,-11.754,"Major",0.0285,142.402,"4/4",0.418
"37","A Capella","The Singers Unlimited","Lost in the Stars","5bpGtPqFB5yVFTVWxvYY6X",6,0.972,0.32,197262,0.0628,3.39e-05,"D#",0.11,-18.562,"Major",0.0335,118.643,"3/4",0.0516
"38","A Capella","BYU Noteworthy","Star Wars: A Capella Strikes Back","3r9nIjOWziM9HZnWA0vWV8",15,0.703,0.313,241350,0.405,0.00914,"B",0.0957,-7.401,"Major",0.0325,95.254,"4/4",0.291
"39","A Capella","The Singers Unlimited","The Fool On the Hill","3epS64XtnJEsWVmD4MGpo8",15,0.971,0.291,271735,0.0979,0.00961,"F",0.151,-17.929,"Major",0.0302,110.908,"3/4",0.113
"40","A Capella","The Singers Unlimited","The Way We Were","6X128PGN8ZbVubV3nxqhnv",10,0.974,0.209,188653,0.137,0.256,"A",0.14,-16.809,"Minor",0.0377,85.845,"3/4",0.15
"41","A Capella","Hyannis Sound","A Thousand Miles","5UeKh9a42GNz5Myohx4MUW",7,0.74,0.315,237867,0.506,0,"B",0.218,-7.568,"Major",0.0369,92.703,"4/4",0.544
"42","A Capella","The King's Singers","Winter Wonderland","2uCNIwrn03klSdovv7Cdd9",8,0.95,0.532,276667,0.165,1.04e-06,"C#",0.114,-14.464,"Major",0.0342,118.111,"4/4",0.184
"43","A Capella","The King's Singers","Cry Me a River","0xbrLsMvYqboUQgNhdP77s",1,0.956,0.259,201040,0.0525,0.000205,"A#",0.113,-21.525,"Minor",0.0352,107.431,"5/4",0.0775
"44","A Capella","The Singers Unlimited","Sometimes I Feel Like a Motherless Child","00o5U4aOaTyMRW201ZWE1l",4,0.975,0.267,270982,0.046,0.021,"G",0.126,-19.249,"Minor",0.0334,135.653,"4/4",0.0583
"45","A Capella","Glad","Be Still My Soul","7mvUfG2CvKksNSWscbLdwq",9,0.784,0.323,233093,0.0872,0,"F#",0.119,-11.938,"Major",0.0323,110.479,"4/4",0.144
"46","A Capella","Glad","All Hail the Power of Jesus' Name","1uooaC1KFcxzYbiHpbP0hi",10,0.733,0.487,177640,0.263,0,"G#",0.233,-9.489,"Major",0.0334,143.268,"3/4",0.557
"47","A Capella","The Singers Unlimited","Jeanie With the Light Brown Hair","1yOyOILkA29kssOnsqfS93",5,0.989,0.297,156652,0.0427,0.00474,"G",0.23,-20.471,"Major",0.0369,110.065,"5/4",0.131
"48","A Capella","Hyannis Sound","Somewhere Only We Know","6OqO5V4PTmmcOTsTfyw2zw",2,0.614,0.473,234627,0.436,0,"A",0.0795,-7.625,"Major",0.0282,171.931,"4/4",0.226
"49","A Capella","The Singers Unlimited","More I Can Not Wish You","4ZGh4eQlCDUuJJOx7t0EZm",8,0.982,0.272,215104,0.0498,4.88e-05,"G#",0.205,-19.338,"Major",0.032,83.384,"4/4",0.178
"50","A Capella","MC6 A Cappella","409/Little Deuce Coupe","21mQiZt0PNxJw6RQFtlAoi",20,0.782,0.55,211133,0.448,0,"G#",0.0657,-7.921,"Major",0.0655,115.038,"4/4",0.891
"51","A Capella","Tonic Sol-Fa","29 Ways to My Back Door","7FnVDyTcox4dNOqmfPiqgc",0,0.655,0.6,129653,0.786,0,"D",0.238,-6.784,"Major",0.0685,89.418,"4/4",0.884
"52","A Capella","The Singers Unlimited","Sweet Lorraine","2tnvjsXIBmOp6n6JjFhRl7",7,0.965,0.374,206722,0.16,0.0013,"E",0.381,-14.685,"Minor",0.0309,106.205,"4/4",0.186
"53","A Capella","MC6 A Cappella","One Fine Day","32tK9k8wxjLk2ecV5gWtUo",18,0.628,0.784,174253,0.702,0,"B",0.133,-7.54,"Major",0.0834,95.975,"4/4",0.727
"54","A Capella","The Singers Unlimited","One More Time, Chuck Corea","4RzHz9UAwzNwI0XYRiRDXy",4,0.905,0.319,202213,0.192,0.336,"C",0.106,-14.226,"Major",0.0324,98.857,"4/4",0.157
"55","A Capella","The Singers Unlimited","Like Someone in Love","2XztNbkz5TrZ8PnCAgmrsY",10,0.939,0.222,214018,0.0457,0,"G#",0.111,-17.002,"Major",0.0293,168.599,"4/4",0.0702
"56","A Capella","Hyannis Sound","I Still Haven't Found What I'm Looking for","5lawzyUvGAmyuvHwSfqE0j",1,0.894,0.308,303720,0.419,0,"C#",0.0528,-6.351,"Major",0.0323,113.526,"5/4",0.232
"57","A Capella","The King's Singers","Santa Claus Is Coming to Town","1MwYsCfqxcVBS4Ch1NIObw",10,0.878,0.656,174000,0.216,0,"C",0.375,-13.451,"Major",0.0868,120.282,"4/4",0.502
"58","A Capella","The King's Singers","My Funny Valentine","4RHFJC9cne1vQRq97zW3oH",1,0.968,0.226,204293,0.0499,2.49e-05,"G#",0.128,-21.84,"Major",0.0364,80.231,"3/4",0.0888
"59","A Capella","Peter Hollens","December Song [Bonus Track] - A Capella","0FXAP0YeMzfgPQpLp5ZTOv",18,0.861,0.185,238053,0.394,5.08e-06,"F#",0.0949,-3.555,"Major",0.0324,45.957,"4/4",0.191
"60","A Capella","The King's Singers","Sleigh Ride","37BPychMbzTDxPrXJvYNZy",13,0.894,0.735,153947,0.343,0,"A",0.124,-12.998,"Major",0.0569,102.901,"4/4",0.87
"61","A Capella","The Singers Unlimited","My Romance","2nSkmdpL7TMInWEgCIWDzI",13,0.973,0.213,156144,0.0401,0.000461,"D",0.0964,-22.201,"Major",0.034,76.003,"5/4",0.0742
"62","A Capella","Glad","O Wondrous Love","0PCgsZKSCmsDlHBXRTdejp",23,0.793,0.349,228147,0.0913,1.61e-06,"F",0.141,-15.003,"Major",0.0396,120.405,"3/4",0.15
"63","A Capella","Tonic Sol-Fa","Boston to Beijing","2h30Dr2zXY0iTRN362kvK8",0,0.154,0.762,259800,0.652,0,"G#",0.0369,-7.562,"Major",0.0904,106.521,"4/4",0.966
"64","A Capella","MC6 A Cappella","Runaround Sue","6iAU2N1jJqY9qUGvBTHtWa",23,0.656,0.705,159120,0.57,0,"A#",0.0897,-7.124,"Major",0.0983,81.977,"4/4",0.652
"65","A Capella","MC6 A Cappella","Up On the Roof","0r2kt0tDKGyDlO1fUZFYmC",17,0.845,0.457,176013,0.252,0,"D",0.103,-8.72,"Major",0.0265,104.6,"3/4",0.268
"66","A Capella","The Singers Unlimited","I Don't Know Were I Stand","5iofmfsC5oJHf3f567Oiei",9,0.967,0.176,209233,0.0545,0.00365,"C#",0.109,-20.169,"Major",0.0345,78.801,"4/4",0.061
"67","A Capella","The Singers Unlimited","Try to Remember","2pjmnDM1ms6mybynydunez",11,0.974,0.213,238536,0.0493,0.000118,"C",0.195,-19.858,"Minor",0.033,90.729,"4/4",0.0529
"68","A Capella","The Singers Unlimited","Lullaby","2f91f6KPKoO6Pq2oA7qf8W",9,0.98,0.218,94428,0.073,0.000179,"C#",0.117,-19.452,"Major",0.0328,81.993,"5/4",0.239
"69","A Capella","Glad","Just As I Am","5MGuzelumWnTfIqtG4whf4",6,0.909,0.315,174827,0.0817,0,"G",0.18,-14.046,"Major",0.0331,137.341,"3/4",0.319
"70","A Capella","MC6 A Cappella","Since You've Been Gone","6VUdwP2f9JZLLzi6ncOuV4",18,0.846,0.603,99973,0.396,0,"G#",0.0735,-7.451,"Major",0.0665,125.115,"5/4",0.593
"71","A Capella","Glad","Crown Him With Many Crowns","2tyiDNTmznz6B2DX6Hm6Va",6,0.815,0.429,191600,0.167,0,"C",0.24,-12.685,"Major",0.0324,93.788,"3/4",0.626
"72","A Capella","Hyannis Sound","Carolina in My Mind","6zp8vPICDTVwRKSDW3nL3O",1,0.894,0.47,224560,0.262,0,"E",0.114,-9.466,"Major",0.0352,75.431,"4/4",0.416
"73","A Capella","MC6 A Cappella","The Lion Sleeps Tonight","0crWDkAajRTnsGuZ6CAU85",26,0.302,0.691,183920,0.49,6.5e-06,"F",0.229,-11.222,"Major",0.0743,107.066,"4/4",0.664
"74","A Capella","The Singers Unlimited","I Don't Know Where I Stand","6NqmBUATHS25mastXwA94Y",5,0.976,0.18,207760,0.0674,0.00361,"A#",0.104,-18.92,"Minor",0.0332,78.818,"4/4",0.0665
"75","A Capella","Glad","A Debtor to Mercy Alone","6TK4I15u1oym5H2eETng4F",24,0.599,0.389,181267,0.153,0,"E",0.0902,-12.023,"Major",0.043,120.626,"4/4",0.236
"76","A Capella","The Singers Unlimited","April in Paris","3Z0yXxX0Id4zFNWkVKFjFl",6,0.974,0.234,190572,0.0932,0.000282,"A#",0.114,-17.609,"Minor",0.0336,123.619,"5/4",0.0384
"77","A Capella","Hyannis Sound","Part Time Lover","65rrpuOdLUM1aXxS2GjtyY",5,0.491,0.55,206147,0.721,0,"A#",0.114,-4.843,"Minor",0.0968,174.889,"4/4",0.722
"78","A Capella","Glad","My Jesus, I Love Thee","3zwoiDPjZP99NrTCOb3jYK",7,0.947,0.233,211693,0.0567,0,"F#",0.102,-16.531,"Minor",0.0295,129.014,"3/4",0.0491
"79","A Capella","The King's Singers","It's Beginning to Look a Lot Like Christmas","5tW5DvpRNhYGLVvqJkMFLI",9,0.948,0.398,183387,0.185,0,"B",0.119,-15.172,"Major",0.0636,82.055,"1/4",0.383
"80","A Capella","Hyannis Sound","Clarity","3Ey7nqsbZ4f9UTzuVE6dis",0,0.8,0.653,272147,0.458,1.99e-06,"D",0.201,-8.897,"Major",0.0657,93.027,"4/4",0.472
"81","A Capella","The Singers Unlimited","Anything Goes","7FPztxLwuZqwvQ9E57jbBy",4,0.923,0.461,212760,0.154,1.33e-06,"F",0.261,-14.808,"Major",0.0399,137.518,"4/4",0.553
"82","A Capella","The Singers Unlimited","Both Sides Now","3zFfH4tfGuVWbjNdNUX9QI",13,0.97,0.303,182002,0.118,1.24e-05,"F",0.12,-15.882,"Major",0.0539,72.587,"4/4",0.122
"83","A Capella","The Singers Unlimited","I Wish You Love","3uJJ0dZFKYDdEITXRM0Ks0",8,0.97,0.259,200891,0.134,0.0243,"F",0.187,-17.48,"Minor",0.0328,133.002,"4/4",0.191
"84","A Capella","Peter Hollens","December Song (A Capella Bonus Track)","6ErNbBNEpZcg3Pjboi8R7j",20,0.863,0.253,238039,0.417,6.33e-06,"F#",0.0974,-3.561,"Major",0.0287,143.374,"3/4",0.208
"85","A Capella","The Swingle Singers","The Christmas Song (Merry Christmas to You)","01nmLTTJW6QARRi0AaaJOc",9,0.859,0.71,194347,0.34,0.000457,"B",0.114,-19.158,"Minor",0.0437,130.014,"4/4",0.389
"86","A Capella","Glad","Blessed Be Your Name","4Rn9UJHp3SdppLr5U8HYlW",10,0.574,0.706,248080,0.559,0,"G",0.0949,-7.662,"Major",0.0612,119.976,"4/4",0.653
"87","A Capella","The King's Singers","Straighten up and Fly Right","2EmxIHDzjRQSnuPKbfkWUi",0,0.955,0.669,245787,0.138,0,"A#",0.195,-18.65,"Minor",0.0801,129.665,"4/4",0.327
"88","A Capella","The Singers Unlimited","Michelle","3niXFa4G32F7hsNIsRvn3y",15,0.984,0.275,228853,0.043,1.41e-06,"D",0.165,-21.241,"Minor",0.0323,101.729,"3/4",0.0395
"89","A Capella","Hyannis Sound","Why Georgia","3v1jAxbIqD5bABpzT4N7aK",1,0.582,0.612,268413,0.393,0,"G",0.0805,-9.499,"Major",0.0284,97.01,"4/4",0.191
"90","A Capella","MC6 A Cappella","Come Go With Me","3XxwdU13609bTGaAFRg3PA",25,0.802,0.717,137800,0.518,0,"G#",0.094,-7.754,"Major",0.0883,129.878,"4/4",0.672
"91","A Capella","The Swingle Singers","Santa Baby","7307wo13OdM2bjMSbqE6o2",9,0.915,0.72,192400,0.12,0,"C#",0.0832,-18.935,"Major",0.0676,90.103,"4/4",0.302
"92","A Capella","The Singers Unlimited","The Entertainer","74QVUPpEOmOZwda1m0Z6gn",4,0.98,0.351,189967,0.0549,7.69e-05,"F",0.127,-15.692,"Major",0.0344,132.426,"4/4",0.0927
"93","A Capella","Glad","God so Loved the World","6apsUe4P2HprFe7QNjOJTC",5,0.834,0.209,249560,0.157,0,"F",0.0774,-13.345,"Major",0.0385,74.847,"4/4",0.232
"94","A Capella","The King's Singers","White Christmas","4ZFhgmQDR2RIF82d8taQY2",8,0.895,0.356,190227,0.204,0,"C#",0.0781,-15.196,"Major",0.04,129.701,"3/4",0.222
"95","A Capella","The King's Singers","When I Fall in Love","14OT8dLWwqMdDafpMrDMsb",0,0.965,0.158,252693,0.0638,0.000524,"E",0.0905,-20.253,"Major",0.0405,172.256,"5/4",0.0753
"96","A Capella","The Singers Unlimited","Autumn in New York","2QBS34J7bb2s65qKJ7GAEZ",10,0.984,0.234,169849,0.094,3.47e-05,"G",0.0858,-17.571,"Minor",0.031,140.817,"1/4",0.107
"97","A Capella","The Swingle Singers","Walking in the Air","16Tq5k2t9XaxWAvICDscHM",11,0.975,0.353,202227,0.0728,0.000742,"D",0.106,-18.865,"Minor",0.0337,99.788,"4/4",0.0858
"98","A Capella","MC6 A Cappella","Surfer Girl","0m8ZjsRZYRQlj7gpp9x1QI",18,0.69,0.524,174320,0.298,0,"G#",0.315,-9.789,"Major",0.0254,94.508,"3/4",0.543
"99","A Capella","MC6 A Cappella","Sherry","6kYfnFjxQYx2WkBW5jIiiI",23,0.36,0.654,150027,0.427,0,"A#",0.15,-7.963,"Major",0.0379,125.39,"4/4",0.811
"100","A Capella","Glad","Christ the Lord is Risen Today","3w9eYozECT0ANTETwLrMO7",16,0.822,0.381,222827,0.264,0,"C",0.0978,-11.138,"Major",0.035,122.419,"1/4",0.439
"101","Alternative","Powerman 5000","When Worlds Collide","6aF5JtQSrh7wNrkDE9B0My",60,0.00133,0.574,177960,0.892,0,"B",0.29,-4.73,"Major",0.0967,143.884,"4/4",0.667
"102","Alternative","Letters To Cleo","I Want You to Want Me","3DcPLPvsZPcFcYfMPMfh4e",51,0.0189,0.489,206216,0.755,2.29e-05,"F",0.0812,-5.092,"Major",0.0708,104.239,"4/4",0.624
"103","Alternative","Five Finger Death Punch","It Doesn't Matter","1KkgRrcHs2EfVzLtcCrWXI",49,2.48e-05,0.51,225964,0.993,3.87e-05,"E",0.369,-4.202,"Major",0.11,139.988,"4/4",0.238
"104","Alternative","Jason Isbell and the 400 Unit","Alabama Pines","2tSmlP0tEBF0NzC6bkOpyg",50,0.38,0.411,229267,0.591,0.0301,"E",0.441,-9.684,"Major",0.0275,100.423,"4/4",0.237
"105","Alternative","Story Of The Year","Until the Day I Die","0DKNNR9iDjwfCEpMiFXMJq",62,0.127,0.597,235200,0.931,0,"B",0.0504,-4.591,"Minor",0.0984,92.003,"4/4",0.534
"106","Alternative","The Smashing Pumpkins","Quiet - Remastered","5h9qCxrIrS7atH6OEglH8X",41,1.22e-05,0.417,222726,0.84,0.575,"E",0.278,-7.861,"Major",0.032,98.649,"4/4",0.255
"107","Alternative","Alice In Chains","Sludge Factory - Live at the Majestic Theatre, Brooklyn, NY - April 1996","1HUcU3GAKCR960czpLbqoD",47,0.0399,0.508,276773,0.507,8.41e-06,"C#",0.943,-8.046,"Major",0.0257,166.469,"3/4",0.227
"108","Alternative","Red Hot Chili Peppers","Make You Feel Better","42DSTal38NakfMCu7RuNcv",49,0.0241,0.404,231733,0.877,7.89e-06,"G",0.166,-4.319,"Major",0.037,179.885,"4/4",0.68
"109","Alternative","zack villere","Makeup","5EcTPZeeRRAA1CNuMM5NHE",40,0.572,0.602,102194,0.5,3e-06,"B",0.175,-11.146,"Minor",0.0459,76.851,"4/4",0.536
"110","Alternative","marcos g","stay","7o10Zzm6Lfa14CEzdWuMpA",40,0.362,0.63,134487,0.615,0.000102,"D",0.383,-10.519,"Major",0.0766,151.873,"4/4",0.671
"111","Alternative","Die Antwoord","We Have Candy","1RXok2dwrF4nyeAqX3aSft",46,0.155,0.827,183575,0.579,0,"E",0.472,-8.105,"Major",0.373,134.053,"4/4",0.254
"112","Alternative","Kota the Friend","Daylight","6Quu3PRWFZNE297wRNgsmn",47,0.642,0.553,177237,0.491,0,"A",0.0733,-7.467,"Major",0.388,79,"4/4",0.762
"113","Alternative","Alice In Chains","Rooster","0wvIGFIgbyz4JNwQhZgTv2",65,0.0307,0.269,374333,0.551,0.000619,"A#",0.118,-8.456,"Minor",0.0274,144.408,"3/4",0.202
"114","Alternative","Jawbreaker","Accident Prone","2Dqgj2nE6RwZKocWsWqXcG",43,0.00121,0.271,373920,0.908,0.743,"C#",0.0959,-6.599,"Minor",0.0911,139.752,"4/4",0.248
"115","Alternative","Lamb of God","Ghost Walking","6pej2azEjNp6pEFpYPmCNi",41,0.000333,0.511,270693,0.992,1.55e-05,"C#",0.299,-3.359,"Major",0.164,129.927,"5/4",0.349
"116","Alternative","Rise Against","Tragedy + Time","39yvhCgBmNrLf0m9lan0Ge",51,7e-04,0.264,257000,0.97,2.89e-05,"C",0.131,-3.428,"Minor",0.116,175.672,"4/4",0.533
"117","Alternative","BAYNK","go with u","4PdLup4OaCGktZG8cvbkBz",60,0.594,0.787,231193,0.537,6.26e-05,"C#",0.114,-6.827,"Minor",0.204,108.994,"4/4",0.346
"118","Alternative","311","Dream State","4u7SAPZTTVuWWzr947DbfH",44,0.000252,0.447,195333,0.88,0,"F",0.306,-6.257,"Major",0.058,136.992,"4/4",0.346
"119","Alternative","The Decemberists","Down By The Water","7IxWqdG1zG0gaAFYq2q0Iy",44,0.000754,0.487,221853,0.81,0,"E",0.352,-4.067,"Minor",0.0357,123.493,"4/4",0.702
"120","Alternative","MIKE","Prayers","4cwfpmkkaUXGJEEwhPjg9j",42,0.121,0.285,185455,0.848,8.76e-05,"D#",0.101,-8.809,"Minor",0.514,81.465,"5/4",0.577
"121","Alternative","Florence + The Machine","Shake It Out - MTV Unplugged, 2012","5cboXDVjQ26ajNceiv8i45",43,0.675,0.475,280813,0.768,0,"F",0.701,-5.687,"Major",0.054,112.103,"4/4",0.338
"122","Alternative","Rayana Jay","Love Me Like (feat. DUCKWRTH)","1P9KFw6u4vX7hbFcFZd1yL",47,0.713,0.868,164746,0.58,0.00297,"F",0.105,-9.575,"Minor",0.276,117.998,"4/4",0.48
"123","Alternative","Five Finger Death Punch","Will the Sun Ever Rise","3QFBecA7u6o4n3nC6ir2Po",50,6.5e-05,0.478,236438,0.944,0,"E",0.146,-4.71,"Minor",0.0294,159.972,"4/4",0.618
"124","Alternative","311","Prisoner","5kew37U5hM3V9D65RWOye2",39,0.0217,0.621,170773,0.699,5.37e-06,"C",0.302,-5.947,"Major",0.0734,170.217,"4/4",0.78
"125","Alternative","Chelou","Halfway to Nowhere","7GwYyptT4tgRrCzcmA5DUX",51,0.849,0.76,188405,0.321,0.869,"A",0.102,-12.194,"Minor",0.0438,115.998,"4/4",0.562
"126","Alternative","Car Seat Headrest","Maud Gone","1WbLKgeGt4Ilo74WTByV6r",47,0.0258,0.53,358240,0.362,0.000601,"F",0.101,-7.078,"Major",0.0272,105.003,"4/4",0.21
"127","Alternative","Turnover","Take My Head","3bnaWBcQa4W61m39pPDSFX",46,0.221,0.316,193911,0.859,0.15,"D",0.102,-6.982,"Major",0.0358,160.925,"4/4",0.355
"128","Alternative","Ryan Stevenson","Eye of the Storm (feat. Gabe Real)","4Uvjwj4KWFlyCULhR9zeTx",55,0.196,0.305,331613,0.726,0,"A",0.464,-6.375,"Major",0.061,82.673,"4/4",0.554
"129","Alternative","Parisalexa","Ballin","7HKTEtjVFQrMzXzjBpTfns",45,0.163,0.705,213000,0.371,1.12e-06,"G#",0.0718,-9.398,"Major",0.157,74.931,"4/4",0.541
"130","Alternative","Ari Lennox","New Apartment","587qpoPHuXkSRSykLM4EBp",58,0.302,0.534,236679,0.489,0,"G#",0.112,-8.725,"Minor",0.241,147.943,"4/4",0.416
"131","Alternative","Sabrina Claudio","Control","1s2nqmOskKMNRODPn63Xo1",49,0.405,0.768,193083,0.483,0.00221,"G",0.121,-7.619,"Minor",0.0907,133.056,"4/4",0.174
"132","Alternative","Rob Zombie","Superbeast","4eNnMvUrSu2TRpySjVC0Pv",58,0.000136,0.518,220267,0.975,0.827,"G#",0.42,-4.425,"Major",0.0575,154.059,"4/4",0.32
"133","Alternative","The Mountain Goats","This Year","2M1Qc1mGSI1IYtmJzQtfPq",52,0.118,0.699,232893,0.719,0.00259,"A",0.0913,-9.481,"Major",0.0312,138.958,"4/4",0.831
"134","Alternative","Electric Guest","Back On Me","7k2zFjj5UwedYJBoW5Cwz0",43,0.0294,0.756,194192,0.598,0.00384,"A",0.27,-8.015,"Minor",0.0303,87.02,"4/4",0.71
